update_date,testing_program,group,Npos,Ntest,new.tests,new.pos,daily.pos,cmtv.perc.pos,cat
2020-09-14,SHCC,students,450,1661,0,0,NaN,27.092113184828413,"Students
(SHCC)"
2020-09-15,RTC,students,316,13184,37,5,13.513513513513514,2.3968446601941746,"Students
(RTC)"
2020-09-15,SHCC,students,450,1661,0,0,NaN,27.092113184828413,"Students
(SHCC)"
2020-09-16,RTC,students,316,13184,0,0,NaN,2.3968446601941746,"Students
(RTC)"
2020-09-16,SHCC,students,450,1661,0,0,NaN,27.092113184828413,"Students
(SHCC)"
2020-08-18,SHCC+RTC,UF Total,260,22452,NA,NA,NA,NA,UF Total
2020-08-19,SHCC+RTC,UF Total,NA,NA,NA,NA,NA,NA,UF Total
2020-08-20,SHCC+RTC,UF Total,262,22597,NA,NA,NA,NA,UF Total
2020-08-21,SHCC+RTC,UF Total,NA,NA,NA,NA,NA,NA,UF Total
2020-08-22,SHCC+RTC,UF Total,NA,NA,NA,NA,NA,NA,UF Total
2020-08-23,SHCC+RTC,UF Total,NA,NA,NA,NA,NA,NA,UF Total
2020-08-24,SHCC+RTC,UF Total,NA,NA,NA,NA,NA,NA,UF Total
2020-08-25,SHCC+RTC,UF Total,266,23219,NA,NA,NA,NA,UF Total
2020-08-26,SHCC+RTC,UF Total,NA,NA,NA,NA,NA,NA,UF Total
2020-08-27,SHCC+RTC,UF Total,NA,NA,NA,NA,NA,NA,UF Total
2020-08-28,SHCC+RTC,UF Total,270,23946,NA,NA,NA,NA,UF Total
2020-08-29,SHCC+RTC,UF Total,272,24252,306,2,0.6535947712418301,NA,UF Total
2020-08-30,SHCC+RTC,UF Total,273,24516,264,1,0.3787878787878788,NA,UF Total
2020-08-31,SHCC+RTC,UF Total,273,24517,1,0,0,NA,UF Total
2020-09-01,SHCC+RTC,UF Total,273,24520,3,0,0,NA,UF Total
2020-09-02,SHCC+RTC,UF Total,276,24659,139,3,2.158273381294964,NA,UF Total
2020-09-03,SHCC+RTC,UF Total,281,24854,195,5,2.564102564102564,NA,UF Total
2020-09-04,SHCC+RTC,UF Total,289,25000,146,8,5.47945205479452,NA,UF Total
2020-09-05,SHCC+RTC,UF Total,NA,NA,NA,NA,NA,NA,UF Total
2020-09-06,SHCC+RTC,UF Total,341,25380,NA,NA,NA,NA,UF Total
2020-09-07,SHCC+RTC,UF Total,341,25380,0,0,NaN,NA,UF Total
2020-09-08,SHCC+RTC,UF Total,366,25494,114,25,21.929824561403507,NA,UF Total
2020-09-09,SHCC+RTC,UF Total,377,25581,87,11,12.643678160919542,NA,UF Total
2020-09-10,SHCC+RTC,UF Total,378,25616,35,1,2.857142857142857,NA,UF Total
2020-09-11,SHCC+RTC,UF Total,451,25925,309,73,23.624595469255663,NA,UF Total
2020-09-12,SHCC+RTC,UF Total,521,26214,289,70,24.22145328719723,NA,UF Total
2020-09-13,SHCC+RTC,UF Total,739,27043,829,218,26.29674306393245,NA,UF Total
2020-09-14,SHCC+RTC,UF Total,792,27257,214,53,24.766355140186917,NA,UF Total
2020-09-15,SHCC+RTC,UF Total,797,27295,38,5,13.157894736842104,NA,UF Total
2020-09-16,SHCC+RTC,UF Total,797,27295,0,0,NaN,NA,UF Total
